Date,Product,Region,Unit_Price,Discount_Percent,Marketing_Spend,Units_Sold,Revenue
2021-01-01,Laptop,North,759.6,30,13483.75,1474,1119654.84
2023-03-01,Laptop,Central,1224.15,0,15071.38,1424,1743193.5
2023-09-01,Speaker,West,434.34,20,17184.64,345,149847.46
2023-06-01,Smartwatch,East,374.47,0,11011.13,793,296956.41
2025-04-01,Headphones,West,1106.47,10,24407.78,1678,1856659.84
2021-05-01,Speaker,West,454.2,0,18792.18,548,248904.13
2021-01-01,Tablet,South,1540.68,25,11552.28,528,813481.2
2022-09-01,Laptop,West,1224.34,0,18545.66,443,542381.77
2023-10-01,Mobile,North,1102.77,10,21791.17,404,445518.47
2024-08-01,Mobile,East,208.33,0,6640.05,202,42082.48
2021-05-01,Smartwatch,West,685.4,0,5492.62,234,160384.34
2024-04-01,Mobile,North,1104.69,30,12122.86,934,1031780.19
2024-09-01,Headphones,South,381.75,30,21134.78,1319,503525.46
2021-06-01,Tablet,Central,1254.41,0,4339.83,411,515563.1
2021-08-01,Mobile,Central,262.57,0,26238.55,782,205327.09
2024-07-01,Tablet,West,1014.17,15,6759.64,698,707890.74
2022-05-01,Speaker,South,344.3,5,7548.82,835,287487.04
2022-05-01,Headphones,Central,1149.19,15,21710.0,1234,1418104.44
2022-06-01,Mobile,Central,260.56,15,20653.08,1325,345246.81
2022-05-01,Mobile,West,310.88,0,8251.56,246,76476.36
2021-11-01,Headphones,East,549.05,10,19515.48,557,305822.41
2025-03-01,Speaker,North,1216.04,10,38617.76,2802,3407340.75
2023-12-01,Speaker,South,316.22,15,13096.85,1015,320963.67
2021-03-01,Camera,East,206.2,0,29697.91,2117,436531.65
2023-11-01,Speaker,North,1200.03,25,33340.14,1387,1664439.25
2025-01-01,Speaker,Central,159.45,25,15828.89,1255,200112.4
2021-04-01,Mobile,Central,270.1,20,21792.31,1700,459164.78
2023-08-01,Headphones,West,1134.06,0,24466.49,938,1063751.29
2023-03-01,Camera,West,1349.6,25,29153.72,2896,3908453.45
2023-08-01,Mobile,North,1325.67,15,15117.67,388,514358.24
2021-09-01,Laptop,South,1252.16,0,15265.26,584,731263.15
2024-06-01,Mobile,East,181.03,0,9654.75,742,134327.23
2021-11-01,Laptop,West,1342.75,10,50621.65,974,1307834.94
2025-07-01,Camera,North,1045.59,15,23246.87,1819,1901932.21
2024-06-01,Speaker,North,1348.2,25,26509.21,1840,2480685.92
2021-08-01,Camera,South,219.66,30,23255.72,2067,454047.28
2025-03-01,Headphones,South,397.6,0,23781.91,1939,770951.88
2023-09-01,Mobile,Central,273.88,15,16472.18,750,205410.74
2024-06-01,Speaker,Central,142.2,0,20382.66,1507,214293.37
2022-04-01,Headphones,Central,1187.84,25,25672.85,1690,2007449.64
2023-11-01,Laptop,East,233.97,0,29621.82,329,76975.21
2024-08-01,Headphones,East,509.72,10,23330.77,688,350684.42
2021-02-01,Camera,Central,1236.02,20,31389.78,1346,1663687.67
2022-12-01,Mobile,Central,258.81,0,22746.95,758,196180.26
2021-03-01,Tablet,West,1116.28,20,10394.7,1406,1569485.69
2022-08-01,Laptop,South,1326.55,15,17866.78,1417,1879722.58
2022-07-01,Smartwatch,North,1354.51,25,6745.06,732,991504.89
2025-07-01,Smartwatch,Central,533.76,15,13573.96,1267,676268.56
2021-10-01,Headphones,Central,1291.34,0,50257.46,601,776095.86
2022-06-01,Headphones,East,557.19,15,17925.13,881,490882.94
2025-02-01,Speaker,Central,161.17,10,21429.12,1695,273188.06
2021-03-01,Laptop,North,767.66,15,10937.23,1224,939619.52
2024-06-01,Mobile,South,1140.02,15,9216.0,1183,1348642.2
2023-06-01,Mobile,Central,269.97,15,14296.66,1073,289677.72
2023-05-01,Speaker,Central,158.13,5,14384.3,1083,171260.07
2023-10-01,Headphones,Central,1306.05,0,47581.28,598,781017.35
2023-12-01,Camera,South,203.3,10,30085.69,1711,347847.26
2023-06-01,Tablet,South,1371.53,0,17068.03,653,895606.1
2025-05-01,Tablet,North,392.76,15,3805.19,113,44381.35
2025-05-01,Camera,South,227.08,10,23292.69,2046,464605.05
2023-08-01,Camera,East,184.73,30,20724.12,1845,340823.73
2025-08-01,Mobile,South,1124.33,0,12694.2,682,766794.6
2025-09-01,Mobile,East,212.58,10,11545.26,521,110755.21
2023-07-01,Laptop,East,253.92,10,18376.25,356,90394.65
2025-07-01,Speaker,West,481.54,25,11424.69,526,253289.99
2025-06-01,Headphones,East,517.3,10,23894.13,1194,617651.95
2025-05-01,Headphones,West,1042.74,10,24861.08,1437,1498416.0
2022-07-01,Headphones,East,530.78,20,25309.89,1134,601906.25
2024-07-01,Headphones,Central,1304.72,25,22669.74,939,1225136.03
2022-05-01,Speaker,East,1281.68,40,14957.5,2163,2772276.23
2024-02-01,Laptop,South,1314.91,25,12515.02,1566,2059155.51
2024-12-01,Camera,West,1559.17,25,41611.0,1485,2315368.81
2023-08-01,Speaker,West,491.61,0,24096.81,432,212375.59
2021-09-01,Tablet,West,1048.88,0,10935.52,415,435286.42
2023-11-01,Headphones,North,1154.55,15,28335.5,1126,1300020.1
2023-06-01,Smartwatch,West,672.04,10,6539.85,277,186154.27
2024-12-01,Smartwatch,West,711.18,0,12464.0,421,299406.34
2023-02-01,Headphones,South,393.95,0,23501.39,1479,582654.7
2024-12-01,Headphones,South,417.52,5,21089.05,997,416272.08
2022-04-01,Smartwatch,South,1467.9,20,8887.16,559,820558.36
2024-11-01,Smartwatch,West,626.4,20,10176.82,347,217361.72
2023-07-01,Mobile,South,1125.32,20,11217.89,1138,1280611.76
2024-02-01,Mobile,Central,261.21,25,19185.26,1378,359940.84
2022-08-01,Smartwatch,North,1202.84,15,9813.77,675,811914.39
2022-04-01,Laptop,North,857.61,0,10608.57,1113,954518.3
2024-11-01,Speaker,Central,153.32,25,22608.34,1162,178161.98
2024-07-01,Smartwatch,West,675.97,0,10810.54,185,125055.29
2024-05-01,Tablet,East,217.02,40,12692.76,828,179694.22
2021-02-01,Headphones,West,1150.57,30,27783.0,1803,2074483.55
2022-06-01,Tablet,East,190.12,5,22124.94,882,167688.16
2022-09-01,Mobile,North,1254.02,30,13636.31,300,376206.89
2021-12-01,Headphones,North,1108.99,15,40428.02,1801,1997291.5
2021-07-01,Tablet,South,1442.43,0,13015.27,496,715444.86
2025-06-01,Camera,West,1463.23,25,14200.93,1440,2107053.65
2025-05-01,Tablet,South,1495.48,5,20863.05,831,1242744.22
2024-05-01,Mobile,Central,255.04,25,19646.57,1797,458298.85
2024-08-01,Tablet,East,211.85,30,21376.23,734,155500.38
2021-03-01,Mobile,North,1285.84,10,16972.84,697,896231.52
2022-10-01,Speaker,West,454.05,25,39692.57,513,232926.53
2021-02-01,Camera,West,1339.99,25,18880.21,2134,2859544.79
2022-12-01,Smartwatch,South,1503.83,30,16779.98,517,777479.56
2023-09-01,Headphones,East,616.3,0,23753.19,483,297673.94
2025-03-01,Mobile,South,1231.92,0,9611.07,781,962130.89
2023-06-01,Smartwatch,Central,470.62,20,9774.84,1179,554856.54
2021-07-01,Smartwatch,North,1326.28,20,9305.02,522,692320.44
2021-05-01,Laptop,Central,1204.09,15,21380.62,1949,2346774.93
2024-09-01,Speaker,South,312.03,15,3937.85,314,97977.07
2023-06-01,Laptop,South,1183.81,25,17192.9,2298,2720394.28
2022-05-01,Headphones,South,359.02,25,20364.96,2742,984444.84
2025-04-01,Tablet,Central,1164.61,0,4778.95,741,862978.53
2024-01-01,Speaker,West,422.52,10,23665.67,716,302526.23
2022-03-01,Mobile,North,1263.6,20,12686.14,650,821340.6
2023-09-01,Laptop,West,1241.11,20,14854.73,569,706194.0
2023-06-01,Speaker,Central,164.11,0,12345.63,790,129646.91
2022-06-01,Mobile,North,1137.3,20,16736.56,845,961020.54
2023-12-01,Mobile,West,261.69,30,17604.51,432,113051.21
2025-09-01,Mobile,Central,283.31,15,21427.47,682,193220.12
2023-05-01,Tablet,Central,1192.92,20,3536.07,870,1037843.85
2025-07-01,Tablet,West,1033.82,0,9154.99,879,908725.94
2022-02-01,Tablet,South,1505.34,40,24279.06,1286,1935868.88
2024-12-01,Smartwatch,East,326.53,15,14979.7,676,220733.15
2024-07-01,Headphones,West,1005.8,20,15959.12,1176,1182825.49
2023-05-01,Camera,North,906.24,15,21205.46,2430,2202172.21
2023-08-01,Camera,Central,1104.49,0,18656.06,670,740007.1
2024-09-01,Tablet,West,1071.93,20,14449.55,1005,1077289.33
2023-10-01,Laptop,East,259.11,15,33884.63,304,78769.81
2025-01-01,Tablet,North,339.37,0,3886.95,97,32918.73
2022-05-01,Smartwatch,North,1253.68,20,9446.4,870,1090701.0
2024-01-01,Headphones,West,1016.01,15,22971.09,1481,1504706.84
2021-01-01,Mobile,South,1285.94,20,14885.63,1301,1673004.63
2023-04-01,Camera,North,960.41,0,20510.23,1914,1838216.97
2021-03-01,Tablet,Central,1245.18,30,4913.61,908,1130626.76
2021-03-01,Smartwatch,North,1165.92,10,8079.29,871,1015520.54
2023-05-01,Headphones,Central,1175.3,10,30460.13,1339,1573726.85
2023-12-01,Camera,North,1060.08,0,35258.09,1133,1201066.36
2021-04-01,Smartwatch,South,1444.22,0,4635.28,286,413045.49
2025-04-01,Speaker,South,299.13,25,6154.17,1190,355966.61
2025-02-01,Headphones,Central,1299.77,10,23434.41,746,969624.77
2023-06-01,Laptop,Central,1305.13,15,11195.14,1363,1778894.25
2024-08-01,Smartwatch,North,1287.59,15,5067.93,349,449369.86
2022-06-01,Laptop,South,1171.94,15,14805.29,1872,2193879.11
2025-07-01,Tablet,North,340.1,10,4783.85,141,47953.78
2024-01-01,Headphones,North,1162.87,15,27718.57,1661,1931526.47
2024-08-01,Camera,West,1480.97,20,31110.55,1375,2036340.49
2022-02-01,Speaker,North,1316.79,5,31097.14,1691,2226686.33
2023-09-01,Laptop,East,235.18,20,17999.51,337,79254.62
2022-09-01,Tablet,Central,1201.42,0,3246.15,183,219860.26
2024-03-01,Headphones,South,419.69,0,19238.34,1365,572871.37
2023-04-01,Smartwatch,West,735.81,0,10204.2,444,326700.77
2021-10-01,Mobile,South,1104.65,20,18174.69,824,910227.86
2023-10-01,Tablet,Central,1249.02,5,5069.52,202,252302.68
2023-02-01,Smartwatch,West,680.46,20,5887.16,360,244965.54
2024-01-01,Tablet,West,1153.82,15,10739.52,1114,1285350.47
2022-01-01,Camera,North,990.65,5,27416.28,1462,1448328.01
2021-10-01,Tablet,South,1373.69,0,37807.69,435,597556.59
2022-03-01,Headphones,South,358.96,30,29994.28,3396,1219016.69
2025-05-01,Laptop,Central,1453.63,20,18224.56,1559,2266213.47
2022-08-01,Laptop,North,874.72,10,10552.69,760,664790.91
2025-02-01,Mobile,Central,271.58,20,24920.95,1449,393526.36
2021-05-01,Laptop,West,1144.66,20,12678.95,1123,1285453.47
2025-03-01,Camera,Central,1178.42,0,26823.79,1164,1371685.73
2023-02-01,Laptop,East,250.37,20,14844.04,446,111663.24
2024-05-01,Smartwatch,South,1379.57,10,9078.98,542,747724.87
2023-11-01,Tablet,East,190.87,5,25783.03,611,116620.15
2022-07-01,Speaker,East,1346.83,15,13115.34,1105,1488252.16
2024-07-01,Smartwatch,Central,478.59,20,6376.55,559,267530.79
2023-07-01,Mobile,Central,289.52,15,23580.24,1109,321079.17
2024-05-01,Mobile,South,1180.86,0,13424.03,1164,1374518.52
2025-04-01,Smartwatch,Central,492.54,10,13728.6,1291,635863.27
2021-09-01,Speaker,North,1442.04,25,29651.99,1228,1770827.29
2023-12-01,Smartwatch,West,750.82,40,10928.71,436,327356.12
2022-11-01,Speaker,East,1303.38,0,27628.45,986,1285133.09
2023-11-01,Camera,Central,1094.77,40,28886.46,978,1070680.89
2024-02-01,Speaker,North,1194.07,10,31321.28,2046,2443065.21
2025-04-01,Laptop,North,798.18,20,11683.5,1408,1123840.56
2021-03-01,Laptop,East,254.7,25,24187.82,685,174469.33
2025-08-01,Camera,Central,1210.51,20,32231.54,961,1163301.16
2022-11-01,Laptop,Central,1300.57,30,17325.61,944,1227740.42
2023-01-01,Smartwatch,East,310.86,20,12075.67,817,253974.24
2024-06-01,Tablet,North,361.14,10,5979.22,214,77283.99
2025-09-01,Headphones,West,1145.77,5,18458.79,711,814640.76
2025-01-01,Tablet,East,203.55,0,13329.24,573,116635.44
2022-10-01,Mobile,Central,252.1,30,28224.16,851,214539.51
2024-08-01,Tablet,West,1189.53,15,8327.23,533,634017.0
2021-05-01,Camera,East,190.24,0,29938.32,2292,436022.37
2021-07-01,Headphones,South,380.82,30,21989.33,2239,852651.78
2023-10-01,Laptop,Central,1194.89,10,41341.71,1369,1635807.63
2022-10-01,Speaker,East,1418.67,0,13998.07,434,615702.34
2021-01-01,Headphones,West,1065.01,20,24007.47,1438,1531490.25
2021-08-01,Tablet,West,1100.5,10,8729.82,719,791259.63
2023-07-01,Speaker,South,295.24,10,4191.41,653,192789.82
2021-01-01,Tablet,West,1178.45,25,6765.96,796,938046.79
2025-08-01,Speaker,East,1326.48,25,15507.21,1081,1433926.16
2021-02-01,Smartwatch,Central,470.21,0,11143.02,643,302344.76
2024-08-01,Smartwatch,Central,521.46,0,12856.12,816,425510.12
2023-06-01,Headphones,East,547.41,20,26419.01,1287,704515.11
2024-09-01,Laptop,West,1171.76,20,14464.61,559,655012.2
2024-09-01,Headphones,East,531.06,15,28295.17,728,386609.34
2025-05-01,Mobile,North,1148.22,10,16738.9,722,829017.34
2025-04-01,Smartwatch,East,342.31,10,15699.15,1300,445000.14
2021-11-01,Camera,Central,1183.04,15,43396.51,855,1011501.79
2025-05-01,Smartwatch,South,1538.64,5,7843.52,379,583144.15
2021-10-01,Headphones,North,969.35,10,44010.09,1522,1475356.39
2023-03-01,Mobile,East,199.05,15,6647.83,519,103306.29
2022-10-01,Headphones,East,553.43,5,21655.76,327,180970.89
2023-06-01,Mobile,East,211.85,20,8153.43,673,142571.88
2023-10-01,Mobile,Central,267.27,5,44266.38,989,264331.35
2024-02-01,Mobile,West,295.03,5,12870.16,408,120374.18
2021-10-01,Headphones,West,1046.96,5,44510.18,903,945403.86
2022-08-01,Headphones,South,408.5,0,20945.33,1170,477945.65
2024-08-01,Camera,Central,1029.94,20,17199.98,743,765245.51
2021-07-01,Speaker,West,466.02,0,16814.09,373,173826.74
2023-04-01,Tablet,West,1116.1,5,8052.57,1236,1379495.65
2025-08-01,Smartwatch,East,363.81,25,14203.87,925,336523.01
2022-07-01,Smartwatch,West,761.35,15,6203.39,319,242870.11
2021-08-01,Smartwatch,East,369.0,25,16121.97,711,262361.78
2025-01-01,Laptop,South,1361.52,10,13262.18,1287,1752271.44
2022-09-01,Speaker,East,1229.28,0,13021.65,462,567925.97
2022-08-01,Smartwatch,Central,509.18,15,9681.35,595,302960.2
2021-09-01,Tablet,Central,1253.2,20,2927.6,311,389743.78
2024-07-01,Camera,West,1521.73,25,25294.85,1763,2682817.28
2024-07-01,Laptop,East,247.38,10,19625.33,410,101426.26
2021-11-01,Smartwatch,South,1470.81,15,10754.14,255,375055.63
2021-07-01,Headphones,West,1092.78,0,30962.54,1086,1186761.69
2025-01-01,Smartwatch,North,1199.36,0,4598.7,369,442563.87
2021-06-01,Tablet,North,343.74,20,6086.24,278,95558.91
2023-04-01,Camera,East,211.02,5,22454.55,2071,437013.99
2025-01-01,Speaker,East,1290.58,0,14922.21,998,1287994.8
2023-10-01,Tablet,West,1031.83,10,11917.13,625,644891.49
2023-11-01,Speaker,South,340.47,0,8810.98,484,164786.98
2024-12-01,Tablet,West,1088.69,5,25982.53,1494,1626499.14
2022-12-01,Laptop,South,1381.76,0,27572.16,1188,1641534.15
2023-05-01,Tablet,North,348.14,0,3508.64,133,46302.84
2022-11-01,Smartwatch,Central,481.94,10,16311.46,848,408685.19
2021-11-01,Camera,East,204.82,20,64604.13,2107,431559.89
2021-11-01,Laptop,North,906.54,5,21530.36,592,536669.8
2024-05-01,Smartwatch,North,1233.09,5,9031.95,746,919882.89
2024-01-01,Mobile,North,1240.49,10,15981.64,629,780270.07
2021-01-01,Camera,Central,1154.12,30,18794.8,1009,1164506.73
2024-09-01,Tablet,East,203.87,0,23453.32,363,74005.66
2023-07-01,Laptop,West,1194.64,30,23535.18,1371,1637857.11
2025-03-01,Laptop,Central,1392.55,20,21880.72,2112,2941072.63
2025-07-01,Camera,Central,1088.0,5,27748.97,948,1031420.89
2021-04-01,Speaker,Central,164.75,0,22066.12,1071,176444.1
2023-04-01,Mobile,Central,261.25,15,20717.82,1662,434189.49
2025-03-01,Speaker,Central,166.95,40,22039.42,2238,373636.69
2025-07-01,Smartwatch,East,360.35,0,12328.24,711,256205.72
2022-11-01,Speaker,Central,144.25,0,33059.82,760,109626.39
2025-05-01,Speaker,East,1397.83,15,8569.08,948,1325147.11
2024-08-01,Mobile,South,1195.58,15,7699.9,533,637242.66
2022-03-01,Smartwatch,Central,504.8,10,9661.6,1372,692580.9
2024-08-01,Mobile,West,310.5,20,9416.03,248,77003.66
2024-01-01,Speaker,North,1443.62,0,33585.49,1207,1742447.36
2023-12-01,Laptop,Central,1401.6,5,16804.15,879,1232004.14
2024-08-01,Speaker,South,307.98,25,4547.94,602,185404.12
2024-03-01,Camera,North,1093.46,10,28344.85,2140,2340014.07
2021-01-01,Speaker,North,1347.63,0,24875.01,1285,1731704.73
2021-03-01,Camera,North,1050.74,0,13995.54,1185,1245129.94
2024-06-01,Tablet,South,1437.78,20,11101.46,691,993509.23
2021-02-01,Headphones,North,966.23,20,25523.61,2610,2521870.99
2025-06-01,Mobile,East,213.87,5,8055.92,478,102230.55
2021-11-01,Headphones,Central,1251.81,0,40092.97,623,779876.85
2021-05-01,Camera,North,922.09,20,27700.86,2766,2550495.24
2023-11-01,Speaker,West,469.69,0,23048.1,300,140905.81
2021-10-01,Speaker,West,446.6,15,23386.35,341,152289.96
2022-12-01,Speaker,East,1303.09,0,19112.85,1045,1361733.87
2023-03-01,Camera,North,1078.25,5,21626.35,1865,2010934.37
2024-05-01,Camera,South,210.1,0,12197.94,1563,328378.86
2023-01-01,Camera,South,212.89,0,14200.38,1291,274845.3
2023-10-01,Speaker,North,1434.56,15,42051.99,1211,1737257.62
2025-04-01,Headphones,North,999.5,10,25349.61,2622,2620691.27
2023-02-01,Headphones,Central,1278.51,5,28837.87,952,1217144.97
2023-04-01,Tablet,South,1528.94,0,14476.49,595,909722.17
2021-04-01,Laptop,Central,1367.6,30,12391.06,1613,2205944.43
2025-05-01,Smartwatch,Central,520.28,20,7722.18,1148,597284.74
2025-06-01,Tablet,West,1030.04,25,13524.49,1772,1825225.81
2021-06-01,Laptop,East,268.74,5,23939.62,451,121201.26
2023-06-01,Speaker,East,1410.2,20,13176.36,1329,1874156.5
2021-03-01,Smartwatch,South,1543.38,15,5945.61,454,700693.23
2025-07-01,Headphones,West,983.79,10,26381.89,1566,1540609.81
2021-04-01,Mobile,South,1238.64,0,12743.51,1200,1486368.03
2024-11-01,Tablet,South,1362.89,5,27567.11,470,640558.75
2021-01-01,Headphones,East,586.96,20,23031.94,768,450782.01
2021-07-01,Tablet,West,1040.02,15,9210.81,710,738411.72
2024-05-01,Headphones,West,1149.52,0,21980.33,1087,1249525.74
2021-12-01,Smartwatch,North,1207.41,15,14262.33,669,807756.25
2022-03-01,Camera,West,1554.97,20,28347.88,1978,3075723.22
2022-02-01,Headphones,South,373.89,40,25514.82,3088,1154573.88
2022-03-01,Laptop,South,1229.42,20,21179.32,2597,3192798.9
2023-02-01,Mobile,Central,275.37,10,20971.74,1041,286661.97
2024-07-01,Speaker,West,452.26,30,12330.98,575,260051.73
2021-05-01,Smartwatch,Central,447.35,0,10795.38,1120,501033.22
2024-01-01,Smartwatch,South,1385.37,10,8621.96,376,520899.7
2025-03-01,Camera,West,1434.42,0,30603.21,1902,2728268.12
2025-06-01,Tablet,North,388.29,20,6119.67,298,115709.74
2023-06-01,Tablet,Central,1141.71,0,2744.14,178,203224.95
2021-03-01,Tablet,North,346.48,15,3743.46,177,61326.17
2022-08-01,Tablet,West,1141.6,20,9649.21,799,912140.7
2022-05-01,Camera,North,1006.43,10,24005.26,1810,1821633.48
2025-02-01,Smartwatch,North,1370.76,0,6015.61,484,663449.16
2025-09-01,Mobile,South,1197.03,0,10067.57,332,397413.07
2023-02-01,Mobile,South,1268.94,0,8078.6,466,591323.85
2023-09-01,Camera,West,1563.49,5,30846.54,879,1374307.71
2025-01-01,Mobile,Central,266.11,5,22326.61,1044,277821.63
2023-07-01,Smartwatch,Central,448.09,0,8692.38,1053,471839.62
2022-07-01,Speaker,South,328.05,0,6340.1,652,213889.79
2023-05-01,Camera,Central,1194.76,25,30698.07,1582,1890103.71
2023-03-01,Headphones,South,378.32,0,29507.32,2289,865964.62
2024-01-01,Headphones,Central,1121.33,20,34634.77,1224,1372504.02
2023-07-01,Camera,East,210.43,0,39138.76,1710,359840.64
2022-09-01,Camera,North,1021.14,0,14867.16,827,844483.79
2025-02-01,Headphones,North,986.59,0,33358.66,2092,2063946.11
2023-11-01,Mobile,West,281.97,20,14007.87,349,98408.93
2024-05-01,Mobile,West,259.85,0,10038.29,279,72497.08
2025-02-01,Mobile,North,1206.95,0,12395.05,533,643306.43
2022-12-01,Laptop,Central,1429.4,15,25487.68,945,1350786.46
2024-04-01,Camera,South,223.35,5,16656.37,1805,403141.81
2021-10-01,Speaker,Central,150.94,10,28071.84,833,125732.57
2022-03-01,Headphones,West,1148.93,10,30525.73,1431,1644116.66
2021-12-01,Speaker,East,1373.53,0,15956.61,735,1009541.55
2022-10-01,Smartwatch,West,710.24,10,10513.17,324,230118.15
2022-02-01,Tablet,Central,1132.86,15,4199.39,840,951599.39
2023-07-01,Camera,North,1003.59,15,18167.45,1268,1272552.62
2022-07-01,Tablet,West,1127.93,0,14496.74,1217,1372696.85
2021-04-01,Smartwatch,Central,490.72,15,7576.87,1032,506423.91
2022-11-01,Camera,West,1593.73,0,32657.53,754,1201671.1
2022-12-01,Camera,East,206.76,20,41138.66,2005,414552.56
2024-12-01,Speaker,Central,156.89,20,30091.46,1567,245849.29
2024-10-01,Headphones,South,417.67,20,46266.96,1328,554667.16
2023-08-01,Tablet,North,366.5,20,5912.1,90,32985.33
2021-07-01,Laptop,West,1361.18,15,13873.14,451,613891.1
2025-02-01,Laptop,South,1343.52,15,14909.71,1700,2283981.48
2023-01-01,Laptop,North,904.96,0,10826.61,715,647043.41
2023-12-01,Headphones,South,423.74,30,23256.14,1451,614842.65
2022-07-01,Smartwatch,East,375.35,0,12029.12,667,250355.67
2024-03-01,Smartwatch,Central,526.48,40,9513.77,1477,777616.78
2023-08-01,Speaker,Central,147.8,30,14003.2,1329,196424.55
2025-03-01,Speaker,West,438.03,25,16952.9,867,379771.63
2023-01-01,Smartwatch,North,1322.98,0,9192.68,308,407477.03
2021-11-01,Laptop,South,1411.97,15,29971.77,972,1372431.27
2024-02-01,Headphones,East,599.1,5,13802.52,481,288164.96
2022-04-01,Headphones,South,393.44,0,19216.65,1789,703863.83
2024-05-01,Smartwatch,Central,480.24,20,13658.78,1600,768390.78
2021-01-01,Tablet,North,388.27,0,4663.64,80,31061.76
2023-07-01,Mobile,North,1136.59,20,8994.31,451,512604.34
2025-07-01,Laptop,East,240.75,10,23497.56,450,108335.48
2024-09-01,Mobile,Central,278.03,15,17766.1,772,214635.76
2025-02-01,Tablet,North,335.93,0,5399.8,136,45686.92
2021-10-01,Laptop,East,273.04,30,37499.27,393,107305.21
2023-04-01,Speaker,East,1337.6,20,12604.8,1427,1908761.63
2024-02-01,Laptop,Central,1221.68,0,22858.07,1620,1979113.87
2023-11-01,Camera,East,199.24,20,37356.12,1550,308822.91
2021-02-01,Tablet,South,1454.43,15,21277.3,970,1410797.55
2021-04-01,Tablet,East,189.68,5,20209.77,950,180198.32
2024-07-01,Speaker,Central,149.14,0,19195.43,904,134826.82
2022-04-01,Speaker,West,442.09,10,12157.89,695,307253.12
2024-05-01,Speaker,South,338.64,0,6439.35,498,168644.95
2023-05-01,Mobile,Central,257.48,0,16585.56,1015,261346.89
2024-12-01,Laptop,North,821.62,30,18497.58,1166,958010.11
2024-05-01,Smartwatch,West,753.9,15,6512.27,311,234464.43
2023-09-01,Smartwatch,North,1284.19,20,5346.54,206,264543.94
2023-03-01,Speaker,Central,139.02,25,14764.65,1868,259684.51
2023-02-01,Headphones,North,1131.84,10,33944.14,2482,2809232.85
2021-01-01,Mobile,West,270.25,0,11354.29,208,56212.19
2024-05-01,Tablet,West,1083.56,15,9657.48,1378,1493143.6
2021-02-01,Headphones,Central,1108.91,30,17134.95,1213,1345104.67
2025-01-01,Mobile,West,278.5,0,7483.67,198,55143.61
2025-02-01,Smartwatch,East,337.99,10,10789.94,750,253493.6
2021-09-01,Speaker,South,330.23,30,4929.53,236,77934.1
2021-08-01,Speaker,East,1270.27,20,14331.84,958,1216916.14
2022-10-01,Smartwatch,South,1514.68,20,11690.52,209,316568.32
2024-06-01,Smartwatch,Central,488.44,10,11582.25,1207,589546.46
2023-10-01,Speaker,East,1211.81,10,18305.83,759,919764.14
2022-07-01,Mobile,West,289.53,15,11204.02,287,83095.22
2023-02-01,Headphones,West,1116.96,20,21272.64,1604,1791596.27
2021-03-01,Headphones,South,414.98,0,17814.79,1487,617082.62
2024-10-01,Smartwatch,East,375.99,5,25710.5,572,215069.12
2023-12-01,Speaker,East,1212.76,0,17541.2,1043,1264910.29
2024-01-01,Tablet,East,203.82,0,16658.34,427,87031.73
2021-08-01,Headphones,South,418.87,20,19123.34,1196,500965.93
2024-06-01,Laptop,North,879.21,15,12936.88,1094,961851.65
2023-05-01,Laptop,North,761.69,15,10597.1,1427,1086935.68
2024-11-01,Camera,East,220.84,5,76467.5,1647,363722.25
2024-06-01,Smartwatch,West,730.81,10,7879.26,314,229473.87
2022-10-01,Speaker,North,1358.47,20,55244.27,1340,1820351.72
2023-05-01,Smartwatch,South,1400.54,40,7982.01,588,823519.83
2022-08-01,Speaker,East,1428.23,30,14293.08,1000,1428228.62
2025-07-01,Headphones,East,609.04,5,26528.69,705,429369.7
2023-10-01,Mobile,East,203.15,0,10780.34,187,37989.91
2024-07-01,Smartwatch,North,1135.45,5,5383.59,489,555236.6
2022-05-01,Smartwatch,East,316.96,0,8529.68,910,288437.77
2021-01-01,Tablet,East,191.02,0,13497.71,532,101620.91
2021-04-01,Speaker,South,317.45,25,7425.47,1121,355857.79
2021-10-01,Camera,South,229.2,5,30171.59,1102,252576.38
2023-04-01,Laptop,West,1324.03,20,14646.67,1044,1382287.77
2023-06-01,Camera,West,1602.96,25,16423.98,1359,2178417.73
2023-01-01,Mobile,West,301.92,10,10091.98,192,57969.1
2023-07-01,Mobile,West,288.08,10,6103.13,141,40619.87
2022-06-01,Camera,North,1019.48,0,16552.06,1452,1480282.56
2021-09-01,Headphones,East,509.77,0,21577.0,468,238572.47
2022-10-01,Camera,North,1088.66,0,30090.59,868,944955.4
2021-02-01,Camera,South,208.27,0,14820.72,1460,304070.86
2022-06-01,Speaker,East,1245.46,25,9817.84,1517,1889364.57
2021-08-01,Camera,East,204.62,15,28352.74,1707,349289.73
2023-03-01,Laptop,North,821.06,15,9416.6,926,760303.29
2022-06-01,Speaker,West,411.82,20,21058.29,871,358691.39
2023-03-01,Speaker,South,345.88,15,4165.26,596,206142.36
2021-09-01,Smartwatch,North,1211.1,10,6590.17,309,374230.81
2022-06-01,Camera,East,200.39,15,31470.69,2870,575117.47
2021-11-01,Mobile,North,1267.51,15,24368.46,413,523483.33
2022-12-01,Tablet,South,1514.74,10,33416.52,755,1143628.41
2021-02-01,Headphones,South,377.72,20,21798.09,2433,918987.89
2023-03-01,Headphones,East,523.33,20,15284.68,922,482513.79
2021-05-01,Tablet,East,208.18,0,24422.8,804,167376.02
2024-07-01,Laptop,North,752.95,0,9398.89,384,289131.01
